nom_q_1102,nom_q_1111,serv_SbjNum,nom_q_1110,nom_q_3222code,ord_T_q_9101a_3,ord_T_q_9101a_4,ord_T_q_9101a_5,ord_T_q_9101a_7,ord_T_q_9101a_8,ord_T_q_9101b_1,ord_T_q_9101b_2,ord_T_q_9101b_3,ord_T_q_9101b_4,ord_T_q_9101b_6,ord_T_q_9101b_7,ord_T_q_9101c_1,ord_T_q_9101c_2,ord_T_q_9101c_4,ord_T_q_9101c_6,ord_T_q_9101c_7,ord_T_q_9101c_8,ord_T_q_9101c_9,ord_T_q_9101d_2,ord_T_q_9101d_3,ord_T_q_9101d_4,ord_T_q_9101d_6,ord_T_q_9101d_7,ord_T_q_9101d_8,ord_T_q_9101d_9,ord_T_q_9101e_1,ord_T_q_9101e_2,ord_T_q_9101e_4,ord_T_q_9101e_7,ord_T_q_9101e_8,ord_T_q_9101f_2,nom_q_9103b,nom_q_9103c,nom_q_9103d,nom_q_9103e,nom_q_9103f,nom_q_9103g,nom_q_9103h,nom_q_9103i,nom_q_9103j,nom_q_9103k,nom_q_9103l,nom_q_9103m,nom_q_9103n,nom_q_9103o,nom_q_9103p,nom_q_9103q,nom_q_9103r,nom_q_9103s,ord_q_9301,nom_q_9303,nom_q_9305,nom_q_9306,nom_q_9308
Women,Khatlon,166390467,Village,8,A little disliked,A little disliked,Neutral,Not at all,Not at all,Not at all,Absolutely like,Neutral,It's a little weird,Not at all,Neutral,It's a little weird,A little disliked,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Not at all,It's a little weird,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Neutral,Neutral,Absolutely like,Not at all,Absolutely like,Not at all,Chemistry,Photography,Owning a store,Helping families in need,Doktor,Music,Economic sciences,Education,Law,Child care,Landscaping,Travel agent,Picture description,The nurse of mercy,Economist,Geology,Economist,Helping patients in the hospital,"We had money for food, but buying clothes was a big problem for us",Unofficial / unregistered employee (NOT YOUR FAMILY BUSINESS),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166856643,Village,8,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,It's a little weird,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Neutral,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Not at all,Absolutely like,Not at all,It's a little weird,Not at all,Chemistry,Photography,Advice on work,Helping families in need,Doktor,Music,Economic sciences,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We didn't have any financial problems, we even bought a new house, aha",Unofficial / unregistered employee (NOT YOUR FAMILY BUSINESS),Complete general secondary education (Grades 10-11),Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166902584,Village,8,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,It's a little weird,Absolutely like,Absolutely like,Not at all,Not at all,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,A little disliked,Not at all,It's a little weird,It's a little weird,Absolutely like,Absolutely like,It's a little weird,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Not at all,It's a little weird,Not at all,Chemistry,Photography,Advice on work,Helping families in need,Doktor,Music,Physics,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Unofficial / unregistered employee (NOT YOUR FAMILY BUSINESS),Full secondary education (grades 10-11)
Women,Khatlon,166824486,Village,8,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,It's a little weird,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,A little disliked,Not at all,It's a little weird,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,It's a little weird,Not at all,Absolutely like,Not at all,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Music,Physics,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166937720,Village,8,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,It's a little weird,It's a little weird,It's a little weird,Not at all,Not at all,It's a little weird,Not at all,Absolutely like,Absolutely like,Not at all,Not at all,Not at all,Not at all,Not at all,It's a little weird,Not at all,Not at all,Not at all,Absolutely like,Not at all,Not at all,It's a little weird,Not at all,It's a little weird,Not at all,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Music,Economic sciences,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Unofficial / unregistered employee (NOT YOUR FAMILY BUSINESS),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166042539,Village,8,Not at all,A little disliked,Not at all,Absolutely like,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Neutral,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Chemistry,Photography,Owning a store,Helping families in need,Physical training,Music,Physics,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Primary vocational education (VET) or secondary vocational education (technical school),Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher education (University, Conservatory, Academy) or Postgraduate studies, etc"
Women,Khatlon,165020343,Village,8,Neutral,Not at all,Not at all,It's a little weird,Not at all,It's a little weird,Absolutely like,Absolutely like,It's a little weird,Not at all,Absolutely like,Absolutely like,Neutral,Absolutely like,Absolutely like,Not at all,It's a little weird,Not at all,Not at all,It's a little weird,Absolutely like,It's a little weird,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,It's a little weird,Not at all,Chemistry,Photography,Owning a store,Helping families in need,Doktor,Music,Economic sciences,Education,Law,Child care,"Playing in a group, being a member of a music team",Travel agent,Picture description,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",,Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,165996771,Village,8,Neutral,Neutral,Neutral,A little disliked,Not at all,Neutral,Neutral,Neutral,It's a little weird,A little disliked,It's a little weird,It's a little weird,Neutral,It's a little weird,Absolutely like,Neutral,Neutral,A little disliked,Neutral,Neutral,It's a little weird,Neutral,Neutral,It's a little weird,Absolutely like,Neutral,Neutral,Neutral,Not at all,It's a little weird,Neutral,Chemistry,Botany,Advice on work,Helping families in need,Doktor,Music,Physics,Education,Artist / Folk Crafts,Child care,"Playing in a group, being a member of a music team",Travel agent,Work in the office,The nurse of mercy,Economist,Geology,Economist,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Unemployed (ready to work and looking for work),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166084901,Village,8,A little disliked,A little disliked,Neutral,Not at all,Not at all,Not at all,It's a little weird,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Not at all,A little disliked,Absolutely like,Neutral,Neutral,Absolutely like,Absolutely like,Not at all,It's a little weird,Absolutely like,Not at all,Absolutely like,Not at all,Chemistry,Botany,Advice on work,Helping families in need,Doktor,Music,Physics,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Unofficial / unregistered employee (NOT YOUR FAMILY BUSINESS),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166112539,Village,8,Not at all,Not at all,Neutral,Not at all,Not at all,Not at all,Absolutely like,It's a little weird,Absolutely like,Not at all,It's a little weird,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,It's a little weird,A little disliked,Not at all,Not at all,Neutral,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Chemistry,Photography,Owning a store,Company management,Doktor,Music,Economic sciences,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We didn't have any financial problems, we even bought a new house, aha",Unofficial / unregistered employee (NOT YOUR FAMILY BUSINESS),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166025562,Village,8,Not at all,Neutral,Neutral,Not at all,Not at all,Not at all,It's a little weird,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,Neutral,Not at all,Not at all,Not at all,Not at all,Absolutely like,It's a little weird,Not at all,A little disliked,Absolutely like,Absolutely like,Not at all,Not at all,It's a little weird,Not at all,It's a little weird,Not at all,Chemistry,Botany,Advice on work,Helping families in need,Doktor,Music,Physics,Education,Law,Child care,"Playing in a group, being a member of a music team",Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We didn't have any financial problems, we even bought a new house, aha",Working as an employee or assistant in a NON-agricultural business / m,"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166064553,Village,8,Not at all,Not at all,Neutral,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Not at all,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Absolutely like,Not at all,Chemistry,Photography,Advice on work,Helping families in need,Doktor,Music,Physics,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We didn't have any financial problems, we even bought a new house, aha",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Women,Khatlon,166360059,Village,8,Neutral,A little disliked,Neutral,Not at all,Not at all,Not at all,It's a little weird,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,Absolutely like,Not at all,Absolutely like,Not at all,Not at all,Not at all,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Absolutely like,Not at all,Absolutely like,A little disliked,Chemistry,Photography,Advice on work,Helping families in need,Doktor,Music,Economic sciences,Education,Law,Child care,Landscaping,Travel agent,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Unemployed (ready to work and looking for work),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
